ID do Colaborador;Cargo;Salário;Avaliação de Desempenho;Percentual de Bônus;Tempo de Empresa (anos);Data da Última Promoção;Data do Último Treinamento;Flag: Treinamento Antes da Admissão
EMP_03386;Auxiliar Administrativo;4872,11;5;0,1531;5,15;;;Não
EMP_03387;Diretor de Operações;4367,57;2;0,1375;8,16;;2025-03-01;Não
EMP_03388;Gerente de RH;6156,29;3;0,085;3,35;;;Não
EMP_03389;Analista Financeiro;7723,27;5;0,1723;11,29;2020-05-15;2025-04-29;Não
EMP_03390;Analista Financeiro;6278,12;4;0,081;6,36;2020-11-29;2023-08-18;Não
EMP_03391;Auxiliar Administrativo;2846,01;2;0,0441;13,13;2018-12-21;2024-10-28;Não
EMP_03392;Desenvolvedor Python;4394,35;1;0,10679999999999999;14,42;2018-10-28;;Não
EMP_03393;Estagiário;5852,05;1;0,1886;2,33;2024-09-22;2024-11-26;Não
EMP_03394;Engenheiro de Dados;5848,67;2;0,1367;8,92;;2023-11-26;Não
EMP_03395;Auxiliar Administrativo;9945,08;1;0,1056;7,7;2019-08-30;2024-11-25;Não
EMP_03396;Estagiário;3228,02;2;0,084;15,01;;2025-03-25;Não
EMP_03397;Coordenador de TI;7011,18;5;0,0659;1,5;;;Não
EMP_03398;Engenheiro de Dados;8978,23;5;0,061399999999999996;12,33;2016-04-24;2023-09-08;Não
EMP_03399;Coordenador de TI;10542,9;3;0,10060000000000001;0,75;;2023-11-28;Sim
EMP_03400;Coordenador de TI;5191,21;1;0,10339999999999999;14,95;2024-06-23;2025-03-28;Não
EMP_03401;Estagiário;6982,86;2;0,06709999999999999;2,14;2025-06-14;2023-09-29;Não
EMP_03402;Auxiliar Administrativo;7139,52;1;0,0814;10,36;2024-10-15;;Não
EMP_03403;Analista de Dados;6390,96;1;0,0849;9,53;2021-11-02;2024-09-02;Não
EMP_03404;Desenvolvedor Python;5802,31;1;0,07490000000000001;12,44;2016-10-08;2024-05-07;Não
EMP_03405;Analista de Dados;6871,95;5;0,026600000000000002;1,22;;2023-07-27;Sim
EMP_03406;Diretor de Operações;1500,0;3;0,1067;4,66;2025-06-30;2023-07-23;Não
EMP_03407;Desenvolvedor Python;7364,14;1;0,0974;15,25;;;Não
EMP_03408;Estagiário;6252,36;1;0,1052;0,67;;2024-06-10;Sim
EMP_03409;Consultor de BI;5555,05;3;0,1215;12,66;;;Não
EMP_03410;Coordenador de TI;10093,72;5;0,1276;14,21;;;Não
EMP_03411;Gerente de RH;4650,13;1;0,1309;14,93;2023-05-03;2023-11-26;Não
EMP_03412;Estagiário;5193,85;1;0,0118;8,68;2023-11-15;2024-06-27;Não
EMP_03413;Auxiliar Administrativo;9983,11;3;0,0542;15,24;;;Não
EMP_03414;Consultor de BI;4335,88;4;0,049699999999999994;4,23;2023-07-04;2025-05-11;Não
EMP_03415;Engenheiro de Dados;4899,77;1;0,0537;15,45;2019-11-13;;Não
EMP_03416;Gerente de RH;5705,95;2;0,0882;13,97;;2025-04-27;Não
EMP_03417;Estagiário;7681,47;2;0,0724;6,35;;;Não
EMP_03418;Gerente de RH;6415,61;4;0,1374;1,42;;2023-07-20;Sim
EMP_03419;Desenvolvedor Python;3414,75;2;0,0454;15,21;2020-12-24;2024-09-20;Não
EMP_03420;Consultor de BI;4935,66;5;0,02;1,99;2025-01-19;;Não
EMP_03421;Analista Financeiro;4785,29;1;0,1263;9,83;2020-06-09;;Não
EMP_03422;Consultor de BI;5845,56;2;0,1593;7,77;2025-02-19;2025-01-27;Não
EMP_03423;Diretor de Operações;6851,69;3;0,0426;10,65;;2024-03-21;Não
EMP_03424;Diretor de Operações;6836,41;5;0,0897;8,65;;;Não
EMP_03425;Analista Financeiro;2447,98;4;0,1007;11,01;2019-12-19;;Não
EMP_03426;Estagiário;8127,88;1;0,1426;9,58;;;Não
EMP_03427;Analista de Dados;6505,14;4;0,0345;12,9;;2023-12-28;Não
EMP_03428;Consultor de BI;8769,06;2;0,0553;8,2;2019-10-25;2025-06-09;Não
EMP_03429;Coordenador de TI;6888,4;2;0,0415;11,1;2017-08-16;;Não
EMP_03430;Engenheiro de Dados;8202,65;3;0,11710000000000001;5,28;2024-11-16;2024-10-07;Não
EMP_03431;Auxiliar Administrativo;6933,09;2;0,1051;2,15;;2025-02-21;Não
EMP_03432;Coordenador de TI;8692,45;3;0,0356;8,26;;2024-04-27;Não
EMP_03433;Gerente de RH;7044,5;5;0,0943;1,51;;2024-08-07;Não
EMP_03434;Diretor de Operações;5804,17;5;0,0483;6,81;;2023-12-21;Não
EMP_03435;Analista de Dados;10544,87;3;0,0408;3,56;2023-09-08;2023-12-08;Não
EMP_03436;Consultor de BI;7778,07;1;0,168;4,06;;2025-01-26;Não
EMP_03437;Estagiário;7147,49;1;0,12;1,72;2024-11-25;2024-04-30;Não
EMP_03438;Estagiário;3447,39;5;0,0913;3,61;2024-01-17;;Não
EMP_03439;Consultor de BI;3423,38;4;0,1463;0,76;;;Não
EMP_03440;Estagiário;6585,43;4;0,1827;13,28;2020-05-30;;Não
EMP_03441;Estagiário;6291,04;1;0,0;12,74;2014-04-23;2023-12-07;Não
EMP_03442;Analista de Dados;4771,75;4;0,0121;1,06;;2024-09-10;Não
EMP_03443;Analista Financeiro;6281,97;1;0,1566;2,45;2025-01-11;;Não
EMP_03444;Diretor de Operações;9177,25;2;0,0842;10,44;;;Não
EMP_03445;Auxiliar Administrativo;7390,8;1;0,1065;12,38;;2025-02-21;Não
EMP_03446;Gerente de RH;3717,98;2;0,0819;2,56;2024-05-04;2024-07-07;Não
EMP_03447;Coordenador de TI;5776,98;4;0,0613;13,57;2018-03-03;2024-06-25;Não
EMP_03448;Consultor de BI;4390,07;5;0,1407;4,46;2024-02-17;2024-03-25;Não
EMP_03449;Gerente de RH;5224,6;1;0,0698;4,34;2022-08-22;2024-02-13;Não
EMP_03450;Analista Financeiro;5172,77;2;0,0629;4,8;2022-01-02;;Não
EMP_03451;Diretor de Operações;5044,71;4;0,1382;3,74;2024-06-30;2025-03-16;Não
EMP_03452;Estagiário;3489,73;2;0,0934;13,41;;2023-08-27;Não
EMP_03453;Estagiário;5744,69;1;0,053099999999999994;12,49;;2025-04-21;Não
EMP_03454;Engenheiro de Dados;4878,78;3;0,0942;11,48;;;Não
EMP_03455;Analista de Dados;1500,0;5;0,025099999999999997;5,92;2024-06-18;2023-08-21;Não
EMP_03456;Consultor de BI;10105,94;2;0,056100000000000004;10,86;;2023-07-02;Não
EMP_03457;Diretor de Operações;8177,54;2;0,16690000000000002;1,34;2025-04-28;;Não
EMP_03458;Auxiliar Administrativo;5247,4;5;0,0526;9,41;2019-06-09;2024-04-19;Não
EMP_03459;Engenheiro de Dados;6037,64;2;0,121;11,47;;2024-03-07;Não
EMP_03460;Diretor de Operações;3656,69;2;0,04769999999999999;0,83;;2024-11-11;Não
EMP_03461;Diretor de Operações;9391,45;1;0,08929999999999999;12,25;;2023-10-26;Não
EMP_03462;Coordenador de TI;9794,58;4;0,15839999999999999;10,33;;;Não
EMP_03463;Diretor de Operações;6313,39;3;0,0732;3,47;;;Não
EMP_03464;Auxiliar Administrativo;8047,06;2;0,1583;3,24;;2025-02-14;Não
EMP_03465;Auxiliar Administrativo;6350,57;2;0,09119999999999999;15,05;;2024-02-01;Não
EMP_03466;Diretor de Operações;3326,55;4;0,1363;5,57;;;Não
EMP_03467;Gerente de RH;5176,35;4;0,19210000000000002;8,9;;2025-06-08;Não
EMP_03468;Coordenador de TI;6263,86;1;0,0993;1,98;2025-06-11;2024-03-03;Não
EMP_03469;Coordenador de TI;5090,9;2;0,0629;5,85;;2024-12-18;Não
EMP_03470;Estagiário;5562,69;2;0,0711;2,9;2023-10-05;2025-02-09;Não
EMP_03471;Analista Financeiro;5817,2;5;0,0809;7,82;2021-09-22;2024-03-18;Não
EMP_03472;Analista de Dados;5838,24;5;0,064;3,03;2025-04-19;2025-03-25;Não
EMP_03473;Desenvolvedor Python;6104,52;5;0,0737;13,15;;2024-08-06;Não
EMP_03474;Engenheiro de Dados;3878,79;5;0,12300000000000001;12,97;2019-08-13;2024-08-02;Não
EMP_03475;Estagiário;4565,97;1;0,037000000000000005;2,35;;2023-09-07;Não
EMP_03476;Consultor de BI;3430,83;2;0,1096;10,88;;2025-02-08;Não
EMP_03477;Auxiliar Administrativo;7955,63;1;0,1054;10,55;2017-02-26;2025-02-16;Não
EMP_03478;Coordenador de TI;1788,71;1;0,1518;9,39;2024-05-23;2025-06-16;Não
EMP_03479;Engenheiro de Dados;8307,18;3;0,0931;14,36;2020-09-05;2024-10-31;Não
EMP_03480;Diretor de Operações;8772,7;5;0,0;13,55;;2023-12-12;Não
EMP_03481;Diretor de Operações;5395,64;2;0,041299999999999996;7,77;;;Não
EMP_03482;Consultor de BI;1500,0;2;0,054299999999999994;2,11;;2025-04-01;Não
EMP_03483;Analista Financeiro;5277,38;5;0,0622;1,71;2024-11-29;2024-04-04;Não
EMP_03484;Estagiário;5871,63;2;0,0;15,17;2022-07-25;2023-09-04;Não
EMP_03485;Estagiário;3978,8;2;0,1324;6,44;;2025-06-08;Não
EMP_03486;Desenvolvedor Python;4969,56;1;0,1826;5,87;;2024-12-20;Não
EMP_03487;Desenvolvedor Python;9060,39;2;0,0728;11,53;;2024-10-05;Não
EMP_03488;Analista Financeiro;7329,85;3;0,08380000000000001;15,34;2023-01-14;2023-09-29;Não
EMP_03489;Gerente de RH;4150,87;3;0,0906;7,4;2024-08-05;2024-11-10;Não
EMP_03490;Diretor de Operações;2804,8;5;0,11779999999999999;4,03;2023-05-06;2024-07-09;Não
EMP_03491;Auxiliar Administrativo;5345,97;1;0,121;13,05;2021-05-07;;Não
EMP_03492;Desenvolvedor Python;5573,09;4;0,1739;3,64;2023-09-13;2025-04-13;Não
EMP_03493;Desenvolvedor Python;6992,4;5;0,1956;12,85;2024-11-23;;Não
EMP_03494;Auxiliar Administrativo;4929,37;4;0,0839;8,44;2018-10-02;2025-06-27;Não
EMP_03495;Auxiliar Administrativo;7023,0;3;0,1328;1,5;;2025-05-04;Não
EMP_03496;Estagiário;9870,31;1;0,061900000000000004;13,35;;2023-07-28;Não
EMP_03497;Auxiliar Administrativo;7631,0;4;0,1043;12,71;;2024-11-13;Não
EMP_03498;Consultor de BI;5903,82;3;0,1328;10,98;;2025-06-14;Não
EMP_03499;Engenheiro de Dados;5633,7;2;0,13570000000000002;12,05;2020-09-03;;Não
EMP_03500;Analista Financeiro;5286,65;4;0,0836;5,2;;2023-08-29;Não
EMP_03501;Desenvolvedor Python;8361,28;5;0,098;6,29;2022-02-13;2025-04-06;Não
EMP_03502;Desenvolvedor Python;4745,37;2;0,0765;8,19;;2025-06-11;Não
EMP_03503;Coordenador de TI;6090,45;5;0,1359;9,23;;2025-02-10;Não
EMP_03504;Desenvolvedor Python;6102,4;4;0,16579999999999998;3,48;2024-01-31;2025-01-04;Não
EMP_03505;Analista Financeiro;4996,43;1;0,0974;8,7;;2023-09-12;Não
EMP_03506;Desenvolvedor Python;3255,07;4;0,11960000000000001;13,42;;2023-10-01;Não
EMP_03507;Diretor de Operações;6645,95;3;0,1039;6,94;;2024-01-08;Não
EMP_03508;Analista Financeiro;5877,99;1;0,10210000000000001;4,15;;2024-11-11;Não
EMP_03509;Desenvolvedor Python;7000,48;5;0,1008;7,72;2025-03-15;2024-05-29;Não
EMP_03510;Analista Financeiro;4932,8;5;0,1217;7,71;2022-04-18;2024-04-26;Não
EMP_03511;Analista de Dados;8441,64;4;0,1106;5,68;;2025-02-23;Não
EMP_03512;Analista Financeiro;4246,45;3;0,1;10,01;2022-07-28;2024-03-21;Não
EMP_03513;Desenvolvedor Python;9424,08;2;0,12210000000000001;6,61;2023-07-21;;Não
EMP_03514;Auxiliar Administrativo;2504,73;5;0,13720000000000002;8,09;2024-06-24;2024-10-10;Não
EMP_03515;Estagiário;6869,54;1;0,1048;0,78;;2024-01-20;Sim
EMP_03516;Desenvolvedor Python;6950,86;5;0,062400000000000004;7,64;2020-05-30;;Não
EMP_03517;Coordenador de TI;4408,89;2;0,1575;9,38;2025-01-12;2024-08-04;Não
EMP_03518;Consultor de BI;6848,79;3;0,0;11,44;;2024-12-19;Não
EMP_03519;Desenvolvedor Python;8559,04;1;0,0867;1,45;;2025-05-13;Não
EMP_03520;Desenvolvedor Python;1566,36;4;0,18969999999999998;2,16;2025-05-31;2024-07-17;Não
EMP_03521;Engenheiro de Dados;7005,49;3;0,0862;12,73;2017-04-24;;Não
EMP_03522;Desenvolvedor Python;1500,0;5;0,0;0,96;;2024-06-28;Sim
EMP_03523;Estagiário;4068,67;3;0,0785;14,69;;;Não
EMP_03524;Analista de Dados;9258,33;3;0,1303;1,6;;;Não
EMP_03525;Coordenador de TI;4836,44;4;0,17120000000000002;10,64;2019-06-03;2025-04-08;Não
EMP_03526;Diretor de Operações;3652,24;3;0,0669;15,48;;2024-06-22;Não
EMP_03527;Auxiliar Administrativo;5604,12;2;0,048799999999999996;6,61;2020-01-22;;Não
EMP_03528;Coordenador de TI;10135,81;3;0,0717;2,06;;2023-07-29;Não
EMP_03529;Coordenador de TI;2336,64;1;0,0692;0,59;;2023-10-20;Sim
EMP_03530;Gerente de RH;3897,38;2;0,1251;6,7;2024-05-29;2024-03-03;Não
EMP_03531;Consultor de BI;8994,86;1;0,0654;8,47;2025-03-02;;Não
EMP_03532;Engenheiro de Dados;9715,4;5;0,0536;1,14;;2024-09-01;Não
EMP_03533;Coordenador de TI;5793,14;4;0,1532;3,07;2023-12-15;;Não
EMP_03534;Gerente de RH;3521,89;4;0,09699999999999999;5,62;2021-11-29;2025-01-22;Não
EMP_03535;Analista Financeiro;10191,69;5;0,0078000000000000005;13,04;2019-06-13;;Não
EMP_03536;Consultor de BI;9188,88;5;0,1035;0,82;;;Não
EMP_03537;Engenheiro de Dados;7357,89;4;0,038599999999999995;7,27;;;Não
EMP_03538;Gerente de RH;4375,2;5;0,0558;12,68;;;Não
EMP_03539;Gerente de RH;5901,94;2;0,1297;3,08;2023-06-26;2024-01-19;Não
EMP_03540;Consultor de BI;5679,28;4;0,2157;11,45;2022-10-08;2024-03-24;Não
EMP_03541;Gerente de RH;6661,7;1;0,0699;10,68;;2025-02-12;Não
EMP_03542;Diretor de Operações;8902,0;2;0,162;1,92;2025-06-03;2023-10-01;Não
EMP_03543;Consultor de BI;7758,83;1;0,08199999999999999;13,82;2021-01-25;2024-11-11;Não
EMP_03544;Consultor de BI;3845,25;3;0,0823;4,0;2024-08-31;;Não
EMP_03545;Engenheiro de Dados;8752,99;5;0,09910000000000001;2,48;2024-05-27;;Não
EMP_03546;Engenheiro de Dados;6626,26;4;0,11779999999999999;12,19;2016-11-05;2024-02-03;Não
EMP_03547;Analista Financeiro;7374,13;3;0,1442;2,4;2024-02-20;2023-12-09;Não
EMP_03548;Estagiário;8933,08;2;0,16079999999999997;4,56;;2023-07-24;Não
EMP_03549;Auxiliar Administrativo;3776,84;3;0,1396;10,16;;2025-01-03;Não
EMP_03550;Engenheiro de Dados;5928,35;4;0,1413;0,51;;2025-03-21;Não
EMP_03551;Coordenador de TI;4937,09;1;0,1005;14,7;;2023-11-10;Não
EMP_03552;Engenheiro de Dados;2864,28;1;0,1448;14,08;2017-01-05;2024-06-04;Não
EMP_03553;Estagiário;6693,42;3;0,012;0,87;;2024-05-24;Sim
EMP_03554;Estagiário;11023,11;2;0,08869999999999999;13,63;;2023-10-16;Não
EMP_03555;Estagiário;2319,84;4;0,102;5,6;;2024-01-16;Não
EMP_03556;Diretor de Operações;5935,44;2;0,14880000000000002;11,07;;2023-11-23;Não
EMP_03557;Engenheiro de Dados;7281,09;1;0,1399;4,52;2023-10-19;2025-06-20;Não
EMP_03558;Engenheiro de Dados;6246,16;1;0,0706;14,12;;2023-09-21;Não
EMP_03559;Diretor de Operações;5773,74;2;0,0904;6,01;;;Não
EMP_03560;Analista Financeiro;3401,57;1;0,07730000000000001;2,51;2024-02-07;2025-06-27;Não
EMP_03561;Desenvolvedor Python;6465,57;2;0,0784;13,79;;2024-11-04;Não
EMP_03562;Diretor de Operações;4486,47;4;0,1325;12,9;;2023-11-06;Não
EMP_03563;Estagiário;1620,16;1;0,12689999999999999;7,83;;2023-08-21;Não
EMP_03564;Auxiliar Administrativo;8389,18;1;0,1671;10,65;2024-03-07;2023-09-16;Não
EMP_03565;Desenvolvedor Python;7916,77;1;0,13390000000000002;13,28;;2025-01-06;Não
EMP_03566;Gerente de RH;6103,32;5;0,1152;10,39;;2025-04-25;Não
EMP_03567;Coordenador de TI;6458,15;1;0,095;15,35;;;Não
EMP_03568;Coordenador de TI;8148,64;4;0,11800000000000001;3,84;;;Não
EMP_03569;Consultor de BI;6448,68;1;0,1244;4,9;2022-03-17;2025-05-26;Não
EMP_03570;Analista Financeiro;7808,04;4;0,10710000000000001;8,56;2018-06-02;;Não
EMP_03571;Desenvolvedor Python;5405,04;3;0,19260000000000002;9,87;;2025-04-11;Não
EMP_03572;Analista de Dados;8623,97;1;0,094;15,1;2023-06-19;2025-02-05;Não
EMP_03573;Diretor de Operações;6641,57;5;0,1425;9,72;2025-01-11;2024-04-10;Não
EMP_03574;Analista Financeiro;6388,1;1;0,1979;9,52;2021-04-30;;Não
EMP_03575;Analista Financeiro;3459,88;2;0,0395;3,75;;2023-11-01;Não
EMP_03576;Analista Financeiro;6573,91;5;0,1457;9,1;;;Não
EMP_03577;Gerente de RH;4336,09;5;0,0698;14,25;2018-10-13;2024-12-15;Não
EMP_03578;Gerente de RH;4723,43;2;0,11800000000000001;3,11;2024-03-28;2023-12-26;Não
EMP_03579;Gerente de RH;4369,25;2;0,03;14,97;;2024-01-02;Não
EMP_03580;Consultor de BI;3867,53;2;0,068;14,7;2015-07-16;;Não
EMP_03581;Desenvolvedor Python;10249,54;5;0,0718;5,94;2023-12-31;;Não
EMP_03582;Consultor de BI;8662,68;5;0,0712;9,76;;;Não
EMP_03583;Analista Financeiro;9840,74;4;0,2109;2,04;;;Não
EMP_03584;Coordenador de TI;3554,21;3;0,0708;15,07;;2025-06-22;Não
EMP_03585;Coordenador de TI;6142,51;1;0,1219;3,95;2025-01-28;;Não
EMP_03586;Consultor de BI;3412,98;2;0,0971;8,31;2023-10-20;2024-03-14;Não
EMP_03587;Analista de Dados;4608,61;3;0,049100000000000005;15,23;2024-05-27;2025-05-01;Não
EMP_03588;Gerente de RH;4163,75;4;0,1023;0,57;;2024-08-23;Sim
EMP_03589;Auxiliar Administrativo;8479,17;5;0,0717;11,89;;;Não
EMP_03590;Desenvolvedor Python;5207,54;5;0,1323;7,72;2023-06-03;2023-12-16;Não
EMP_03591;Analista Financeiro;8136,76;5;0,1002;13,12;2013-12-10;;Não
EMP_03592;Analista de Dados;7208,24;2;0,1791;3,62;2024-07-12;2024-06-15;Não
EMP_03593;Diretor de Operações;10607,28;2;0,0717;9,5;;;Não
EMP_03594;Estagiário;3041,11;3;0,0379;10,85;;;Não
EMP_03595;Estagiário;8518,47;4;0,0446;13,6;;2024-02-14;Não
EMP_03596;Diretor de Operações;8292,88;5;0,1365;8,89;2021-03-31;2024-01-13;Não
EMP_03597;Auxiliar Administrativo;4053,24;3;0,049;1,01;;2024-07-18;Não
EMP_03598;Engenheiro de Dados;8014,27;1;0,1213;11,08;;2023-10-29;Não
EMP_03599;Auxiliar Administrativo;6672,29;2;0,07730000000000001;10,14;;2023-08-30;Não
EMP_03600;Analista Financeiro;5545,05;1;0,1628;7,01;;2025-06-05;Não
EMP_03601;Estagiário;4352,13;3;0,0834;11,62;2016-02-27;2024-08-06;Não
EMP_03602;Analista de Dados;4561,78;3;0,0334;7,7;;2025-03-15;Não
EMP_03603;Coordenador de TI;10099,62;3;0,0641;3,57;;2024-09-01;Não
EMP_03604;Gerente de RH;6001,37;1;0,1931;13,68;2021-06-10;;Não
EMP_03605;Auxiliar Administrativo;7564,26;2;0,09210000000000002;0,81;;;Não
EMP_03606;Auxiliar Administrativo;4418,2;2;0,12210000000000001;13,07;;2025-03-06;Não
EMP_03607;Auxiliar Administrativo;4440,29;4;0,24109999999999998;2,07;;2023-08-15;Não
EMP_03608;Diretor de Operações;8163,97;1;0,1973;7,64;2025-01-13;2024-12-24;Não
EMP_03609;Gerente de RH;3300,85;3;0,1033;5,06;2022-05-25;2025-06-15;Não
EMP_03610;Consultor de BI;5169,57;5;0,10460000000000001;1,95;;;Não
EMP_03611;Gerente de RH;6068,05;5;0,1002;8,67;;;Não
EMP_03612;Gerente de RH;6222,75;2;0,0199;5,35;;2024-10-21;Não
EMP_03613;Engenheiro de Dados;5641,81;2;0,0331;14,91;2014-11-01;2024-06-20;Não
EMP_03614;Diretor de Operações;6791,64;1;0,1018;2,83;2023-10-22;;Não
EMP_03615;Diretor de Operações;7385,71;3;0,0698;9,58;2020-05-24;;Não
EMP_03616;Analista Financeiro;7469,28;5;0,0834;9,24;;2024-01-17;Não
EMP_03617;Desenvolvedor Python;4028,39;5;0,0271;5,44;;2024-02-09;Não
EMP_03618;Desenvolvedor Python;5431,69;2;0,1015;7,32;2021-03-17;2024-04-30;Não
EMP_03619;Consultor de BI;8389,53;1;0,11289999999999999;0,72;;;Não
EMP_03620;Analista de Dados;7789,29;1;0,08220000000000001;7,08;2021-09-08;2023-08-07;Não
EMP_03621;Analista de Dados;3254,28;3;0,1425;8,08;2021-04-03;2025-01-17;Não
EMP_03622;Analista Financeiro;6702,96;2;0,17329999999999998;2,19;2024-12-31;2023-12-30;Não
EMP_03623;Gerente de RH;2043,55;1;0,2152;8,2;;2024-05-06;Não
EMP_03624;Engenheiro de Dados;6093,87;3;0,0883;14,71;;2025-02-09;Não
EMP_03625;Analista Financeiro;9795,53;2;0,0;1,14;2025-06-11;2023-11-27;Sim
EMP_03626;Consultor de BI;4104,21;3;0,075;15,06;2024-08-25;;Não
EMP_03627;Estagiário;4331,35;4;0,0446;1,84;;;Não
EMP_03628;Auxiliar Administrativo;7528,06;2;0,027000000000000003;11,22;2020-03-26;2023-08-28;Não
EMP_03629;Analista Financeiro;2914,4;3;0,0935;15,47;2024-06-28;2024-07-03;Não
EMP_03630;Auxiliar Administrativo;4734,49;3;0,07719999999999999;3,75;2025-03-21;2023-12-17;Não
EMP_03631;Engenheiro de Dados;7192,88;2;0,034;11,97;;2024-07-29;Não
EMP_03632;Desenvolvedor Python;4731,43;3;0,1404;13,13;;2023-12-23;Não
EMP_03633;Coordenador de TI;5528,06;1;0,2094;10,58;;2023-09-19;Não
EMP_03634;Consultor de BI;7488,37;1;0,0524;2,05;;2024-09-02;Não
EMP_03635;Coordenador de TI;6843,09;5;0,09609999999999999;13,44;2016-05-20;2023-07-19;Não
EMP_03636;Diretor de Operações;6533,64;3;0,07980000000000001;6,42;2022-01-13;2023-08-06;Não
EMP_03637;Estagiário;5321,76;4;0,1082;7,01;2019-11-06;2025-02-04;Não
EMP_03638;Analista Financeiro;6740,12;4;0,1502;6,53;;;Não
EMP_03639;Coordenador de TI;5752,53;5;0,050199999999999995;8,9;;2024-12-07;Não
EMP_03640;Coordenador de TI;6915,61;4;0,0583;1,69;2025-06-13;2024-01-28;Não
EMP_03641;Auxiliar Administrativo;5006,14;5;0,1137;6,99;2020-09-24;;Não
EMP_03642;Analista de Dados;5634,86;1;0,1448;1,62;2024-12-30;2025-06-25;Não
EMP_03643;Analista Financeiro;4020,08;1;0,0839;4,99;2023-02-06;;Não
EMP_03644;Analista de Dados;5929,98;2;0,0839;13,12;;2025-01-27;Não
EMP_03645;Consultor de BI;4378,0;4;0,0308;7,1;;;Não
EMP_03646;Diretor de Operações;3771,91;3;0,15990000000000001;9,62;;;Não
EMP_03647;Diretor de Operações;6517,32;5;0,1273;12,86;;;Não
EMP_03648;Auxiliar Administrativo;6425,48;3;0,16190000000000002;10,62;2020-12-26;2023-11-09;Não
EMP_03649;Auxiliar Administrativo;7565,75;1;0,0848;9,99;;;Não
EMP_03650;Diretor de Operações;5137,75;1;0,1741;6,6;2020-02-05;2025-06-03;Não
EMP_03651;Desenvolvedor Python;6816,11;3;0,1045;1,08;2025-06-11;2025-03-27;Não
EMP_03652;Consultor de BI;7101,6;5;0,0603;13,97;2021-01-12;2025-06-01;Não
EMP_03653;Gerente de RH;6889,55;4;0,0638;12,52;;;Não
EMP_03654;Analista de Dados;4348,69;2;0,1284;12,78;;2024-01-18;Não
EMP_03655;Consultor de BI;6298,73;5;0,050199999999999995;0,53;;;Não
EMP_03656;Diretor de Operações;6728,28;2;0,0;9,77;2022-01-04;;Não
EMP_03657;Desenvolvedor Python;6014,36;3;0,1099;1,29;2025-06-13;;Não
EMP_03658;Estagiário;1827,04;5;0,0233;5,96;;2025-01-01;Não
EMP_03659;Engenheiro de Dados;6320,98;3;0,1235;4,74;2024-01-30;2023-10-07;Não
EMP_03660;Consultor de BI;10425,06;5;0,1585;11,46;;2025-03-02;Não
EMP_03661;Coordenador de TI;5279,92;1;0,1407;8,19;;;Não
EMP_03662;Consultor de BI;4543,85;2;0,2134;7,5;;2024-11-22;Não
EMP_03663;Analista Financeiro;6746,7;2;0,0;14,93;2023-06-08;2025-06-21;Não
EMP_03664;Desenvolvedor Python;6624,76;1;0,14980000000000002;4,86;;2023-12-31;Não
EMP_03665;Coordenador de TI;8385,47;1;0,109;12,79;2020-02-24;2025-02-12;Não
EMP_03666;Estagiário;3484,26;3;0,1911;6,52;2024-09-23;;Não
EMP_03667;Auxiliar Administrativo;7462,76;3;0,15990000000000001;3,24;2024-09-23;;Não
EMP_03668;Engenheiro de Dados;7180,84;3;0,0381;3,5;;;Não
EMP_03669;Analista Financeiro;5715,71;1;0,11699999999999999;10,96;;2023-09-07;Não
EMP_03670;Diretor de Operações;6677,37;4;0,1984;3,14;;2024-06-28;Não
EMP_03671;Engenheiro de Dados;8058,91;1;0,1393;12,05;;;Não
EMP_03672;Consultor de BI;7744,63;1;0,1157;14,56;2023-02-09;2023-09-03;Não
EMP_03673;Auxiliar Administrativo;3713,96;3;0,0433;3,28;2023-09-20;2024-12-24;Não
EMP_03674;Desenvolvedor Python;7640,32;5;0,0852;3,31;;2024-11-28;Não
EMP_03675;Auxiliar Administrativo;5870,62;5;0,12380000000000001;4,12;2024-01-03;;Não
EMP_03676;Gerente de RH;6145,75;1;0,018000000000000002;8,84;;2025-03-16;Não
EMP_03677;Consultor de BI;6146,39;5;0,1827;10,66;2016-02-11;;Não
EMP_03678;Engenheiro de Dados;5699,51;3;0,12619999999999998;2,7;2024-02-15;2023-10-26;Não
EMP_03679;Analista Financeiro;8383,41;2;0,0;8,33;;2024-10-17;Não
EMP_03680;Engenheiro de Dados;5832,56;2;0,1491;6,8;2024-05-08;2025-06-07;Não
EMP_03681;Diretor de Operações;3760,91;2;0,0886;14,51;2019-06-24;2023-09-18;Não
EMP_03682;Auxiliar Administrativo;5212,94;2;0,13140000000000002;11,98;2023-07-26;2024-12-29;Não
EMP_03683;Estagiário;6357,39;3;0,0222;6,79;;2025-01-23;Não
EMP_03684;Analista de Dados;8458,43;3;0,0219;2,0;2024-10-10;2024-09-19;Não
EMP_03685;Coordenador de TI;7206,19;1;0,0279;8,61;;;Não
EMP_03686;Gerente de RH;4298,93;5;0,06280000000000001;8,01;2019-04-02;;Não
EMP_03687;Estagiário;10970,38;2;0,0738;7,6;2024-07-30;;Não
EMP_03688;Auxiliar Administrativo;6529,55;2;0,1566;14,77;;2025-01-14;Não
EMP_03689;Coordenador de TI;8550,78;4;0,1636;1,77;;;Não
EMP_03690;Engenheiro de Dados;5696,57;4;0,1754;10,99;2019-04-01;2025-03-09;Não
EMP_03691;Desenvolvedor Python;7066,72;4;0,1307;3,04;2025-06-28;;Não
EMP_03692;Coordenador de TI;7678,94;2;0,0332;0,72;;;Não
