ID do Colaborador;Dias de Falta;Dias de Licença Médica;Dias de Férias Usufruídos;Banco de Horas;Horas Extras;Quantidade de Atrasos
EMP_05316;3;4;12;123;79;2
EMP_05317;4;3;19;170;37;7
EMP_05318;1;4;21;3;13;8
EMP_05319;2;2;20;161;11;6
EMP_05320;2;0;14;136;85;4
EMP_05321;1;2;12;196;99;8
EMP_05322;2;8;9;99;59;7
EMP_05323;5;1;10;88;40;5
EMP_05324;3;2;17;107;82;10
EMP_05325;0;3;10;-10;100;4
EMP_05326;1;4;16;54;89;5
EMP_05327;2;4;21;140;77;1
EMP_05328;1;5;11;-93;50;2
EMP_05329;2;1;12;174;54;4
EMP_05330;1;2;15;37;3;2
EMP_05331;5;0;14;131;38;6
EMP_05332;2;5;19;-70;93;9
EMP_05333;5;1;18;-34;88;6
EMP_05334;3;4;16;-97;17;8
EMP_05335;1;2;14;-67;32;4
EMP_05336;1;6;17;-83;31;6
EMP_05337;2;0;26;-71;30;6
EMP_05338;6;4;11;-82;48;3
EMP_05339;3;3;23;-43;31;4
EMP_05340;0;2;17;-100;45;4
EMP_05341;1;3;17;136;89;4
EMP_05342;0;4;13;100;94;9
EMP_05343;2;2;20;190;37;8
EMP_05344;2;2;15;11;92;6
EMP_05345;3;2;8;58;88;5
EMP_05346;4;3;20;108;52;11
EMP_05347;2;3;15;81;73;9
EMP_05348;2;1;19;58;26;9
EMP_05349;0;4;15;168;5;4
EMP_05350;2;8;19;-16;40;0
EMP_05351;0;6;11;133;33;3
EMP_05352;1;2;11;-77;71;3
EMP_05353;3;4;20;146;1;5
EMP_05354;1;5;15;102;24;5
EMP_05355;3;2;16;-4;57;3
EMP_05356;2;5;13;5;69;3
EMP_05357;1;3;18;-83;29;1
EMP_05358;3;3;13;42;8;1
EMP_05359;3;4;9;64;93;2
EMP_05360;1;4;21;94;80;2
EMP_05361;0;4;20;24;71;3
EMP_05362;1;3;11;-4;46;3
EMP_05363;2;3;23;-48;92;10
EMP_05364;0;3;16;-88;64;2
EMP_05365;3;3;16;-9;26;5
EMP_05366;2;6;21;-98;43;4
EMP_05367;2;1;24;3;21;7
EMP_05368;2;8;14;29;97;4
EMP_05369;1;4;25;195;63;7
EMP_05370;1;6;19;-79;29;7
EMP_05371;2;3;16;147;52;5
EMP_05372;4;4;13;34;31;2
EMP_05373;5;1;11;-70;81;4
EMP_05374;1;3;19;174;14;1
EMP_05375;1;1;12;154;36;5
EMP_05376;5;2;12;-88;71;9
EMP_05377;3;2;12;129;88;3
EMP_05378;2;3;16;-71;47;5
EMP_05379;1;3;15;6;41;2
EMP_05380;4;6;13;98;52;6
EMP_05381;3;1;19;153;15;3
EMP_05382;2;1;14;38;53;7
EMP_05383;2;1;22;-59;100;7
EMP_05384;5;1;15;-70;4;5
EMP_05385;2;6;13;108;16;6
EMP_05386;2;3;14;27;27;3
EMP_05387;4;2;13;-2;89;4
EMP_05388;2;4;15;-56;98;8
EMP_05389;4;2;15;41;96;5
EMP_05390;1;4;19;153;9;5
EMP_05391;2;1;14;-45;75;3
EMP_05392;3;3;17;5;55;5
EMP_05393;1;6;16;62;6;4
EMP_05394;1;2;18;67;83;4
EMP_05395;3;1;23;132;27;5
EMP_05396;2;4;18;139;37;8
EMP_05397;0;2;10;-80;53;6
EMP_05398;1;6;14;176;11;6
EMP_05399;2;3;13;-43;87;3
EMP_05400;3;2;18;151;40;6
EMP_05401;0;1;10;-2;76;4
EMP_05402;3;0;11;-21;33;6
EMP_05403;3;3;20;139;3;4
EMP_05404;1;5;19;141;72;9
EMP_05405;3;3;14;-42;8;7
EMP_05406;1;1;14;104;97;7
EMP_05407;0;4;12;152;63;2
EMP_05408;1;5;11;142;55;8
EMP_05409;0;3;15;63;48;3
EMP_05410;2;3;17;-72;6;7
EMP_05411;2;3;10;186;56;9
EMP_05412;1;5;9;-51;88;3
EMP_05413;3;4;8;39;47;9
EMP_05414;2;3;15;185;93;5
EMP_05415;5;3;14;-64;7;8
EMP_05416;1;5;14;194;75;6
EMP_05417;4;5;6;97;67;4
EMP_05418;1;3;10;128;49;4
EMP_05419;4;1;20;70;32;6
EMP_05420;1;3;16;-62;57;4
EMP_05421;2;3;9;30;27;9
EMP_05422;1;4;11;93;54;4
EMP_05423;2;3;11;12;17;3
EMP_05424;1;2;17;-23;9;5
EMP_05425;2;1;15;175;14;1
EMP_05426;5;1;17;61;75;2
EMP_05427;1;3;10;-39;34;4
EMP_05428;2;4;15;-90;22;4
EMP_05429;2;2;14;165;92;5
EMP_05430;2;1;13;94;38;6
EMP_05431;1;2;10;118;67;13
EMP_05432;4;3;14;-60;17;5
EMP_05433;0;4;14;-44;44;2
EMP_05434;1;2;15;134;9;8
EMP_05435;3;6;17;38;85;2
EMP_05436;2;8;15;63;63;6
EMP_05437;3;2;14;-2;75;8
EMP_05438;2;7;19;87;80;6
EMP_05439;3;2;16;114;80;4
EMP_05440;1;4;11;73;10;1
EMP_05441;1;2;26;-91;48;4
EMP_05442;3;1;26;-83;39;4
EMP_05443;1;2;22;-96;86;3
EMP_05444;3;1;15;-20;57;3
EMP_05445;2;3;14;16;71;6
EMP_05446;3;1;22;115;51;7
EMP_05447;2;6;8;50;80;9
EMP_05448;0;2;17;-33;27;2
EMP_05449;2;1;10;76;80;7
EMP_05450;2;6;21;62;48;5
EMP_05451;2;1;15;51;98;4
EMP_05452;0;2;8;-25;65;7
EMP_05453;2;0;19;56;44;7
EMP_05454;5;8;14;-99;17;5
EMP_05455;3;4;15;100;72;9
EMP_05456;4;6;21;11;41;5
EMP_05457;1;4;14;-78;31;5
EMP_05458;3;3;20;161;38;5
EMP_05459;1;7;12;115;11;4
EMP_05460;1;3;13;141;16;4
EMP_05461;4;1;11;70;65;5
EMP_05462;3;3;12;26;55;7
EMP_05463;1;4;15;44;0;4
EMP_05464;3;6;13;-15;58;8
EMP_05465;1;1;15;41;82;8
EMP_05466;2;2;15;10;30;4
EMP_05467;3;5;15;0;1;7
EMP_05468;3;4;17;107;55;6
EMP_05469;1;1;15;140;29;5
EMP_05470;3;1;17;-99;25;6
EMP_05471;1;2;6;-10;41;5
EMP_05472;3;1;14;173;92;5
EMP_05473;1;6;14;50;77;5
EMP_05474;0;3;8;-21;29;7
EMP_05475;5;5;18;96;64;5
EMP_05476;2;2;16;115;50;5
EMP_05477;0;4;16;-76;77;4
EMP_05478;0;2;11;-91;62;7
EMP_05479;2;4;18;-28;39;3
EMP_05480;1;2;13;-82;76;3
EMP_05481;1;1;12;6;41;5
EMP_05482;1;2;15;63;49;4
EMP_05483;0;1;11;176;22;3
EMP_05484;3;5;15;2;40;5
EMP_05485;1;0;11;162;33;4
EMP_05486;2;2;14;198;94;11
EMP_05487;0;4;15;-11;61;3
EMP_05488;1;3;13;119;78;5
EMP_05489;2;3;11;-51;95;2
EMP_05490;1;4;13;-16;3;7
EMP_05491;2;2;8;101;93;4
EMP_05492;1;5;6;38;31;2
EMP_05493;2;5;18;110;52;6
EMP_05494;3;4;18;-67;46;5
EMP_05495;0;1;17;38;39;4
EMP_05496;2;2;16;120;0;6
EMP_05497;0;2;15;175;34;5
EMP_05498;3;2;12;141;90;9
EMP_05499;0;4;22;44;66;4
EMP_05500;0;1;21;-14;91;6
EMP_05501;3;1;11;125;46;7
EMP_05502;2;2;15;148;38;4
EMP_05503;2;0;14;82;89;4
EMP_05504;0;3;14;19;15;1
EMP_05505;1;2;12;-66;65;3
EMP_05506;2;2;17;191;91;9
EMP_05507;2;3;23;73;61;8
EMP_05508;1;3;17;136;62;1
EMP_05509;5;5;14;184;74;2
EMP_05510;7;5;18;197;65;6
EMP_05511;2;1;14;-88;10;4
EMP_05512;2;3;5;85;20;3
EMP_05513;3;2;18;167;82;3
EMP_05514;3;4;11;-67;84;4
EMP_05515;2;4;12;83;52;6
EMP_05516;2;4;15;-82;33;9
EMP_05517;5;3;13;160;97;6
EMP_05518;0;1;15;-88;35;9
EMP_05519;1;0;10;119;74;2
EMP_05520;3;3;19;113;39;8
EMP_05521;5;2;11;172;0;3
EMP_05522;1;2;17;-93;5;2
EMP_05523;1;9;11;22;98;3
EMP_05524;3;0;8;69;33;4
EMP_05525;2;4;19;-53;9;3
EMP_05526;0;3;10;31;70;10
EMP_05527;3;3;14;-9;13;6
EMP_05528;3;1;16;-92;76;6
EMP_05529;3;3;17;25;8;5
EMP_05530;1;4;23;-71;35;3
EMP_05531;2;4;15;52;14;2
EMP_05532;2;3;13;9;41;6
EMP_05533;2;6;16;78;67;4
EMP_05534;1;3;16;72;87;8
EMP_05535;3;2;13;101;77;2
EMP_05536;1;6;23;97;3;3
EMP_05537;5;4;13;-59;50;3
EMP_05538;1;4;18;126;67;3
EMP_05539;3;3;16;-50;6;5
EMP_05540;2;5;14;127;100;4
EMP_05541;3;8;13;135;5;4
EMP_05542;1;6;10;103;82;4
EMP_05543;0;2;10;189;78;3
EMP_05544;3;2;17;116;90;4
EMP_05545;3;6;21;54;51;5
EMP_05546;0;2;14;118;24;9
EMP_05547;6;2;9;-57;22;8
EMP_05548;1;2;20;-2;5;5
EMP_05549;3;5;19;32;27;6
EMP_05550;3;1;17;-43;0;4
EMP_05551;3;3;11;-36;88;5
EMP_05552;5;6;13;93;69;7
EMP_05553;2;2;14;-36;25;10
EMP_05554;1;3;17;129;57;8
EMP_05555;3;4;15;-4;73;8
EMP_05556;4;4;10;128;20;3
EMP_05557;4;4;21;63;96;2
EMP_05558;0;2;15;20;63;7
EMP_05559;2;5;17;37;61;7
EMP_05560;3;5;9;-61;9;5
EMP_05561;3;1;11;-67;3;4
EMP_05562;2;3;16;164;88;4
EMP_05563;2;3;9;188;54;4
EMP_05564;2;4;15;24;91;5
EMP_05565;2;4;14;38;38;10
EMP_05566;3;1;15;-53;67;4
EMP_05567;1;4;9;80;89;8
EMP_05568;2;3;19;-96;3;3
EMP_05569;0;1;15;161;76;2
EMP_05570;2;3;20;41;1;6
EMP_05571;1;3;14;138;22;4
EMP_05572;1;1;19;32;23;2
EMP_05573;2;3;15;79;76;3
EMP_05574;4;4;18;-96;23;5
EMP_05575;1;3;12;-68;56;7
EMP_05576;2;1;14;99;76;5
EMP_05577;1;3;19;144;48;7
EMP_05578;0;5;15;-57;71;6
EMP_05579;1;5;17;161;23;4
EMP_05580;3;4;20;46;33;3
EMP_05581;1;4;16;78;71;3
EMP_05582;2;2;12;53;89;3
EMP_05583;2;1;15;127;49;9
EMP_05584;2;2;14;142;5;5
EMP_05585;2;2;15;-65;71;5
EMP_05586;3;3;13;107;33;5
EMP_05587;0;8;14;100;5;7
EMP_05588;2;1;15;-18;42;4
EMP_05589;3;1;12;-86;1;4
EMP_05590;2;3;10;188;97;5
EMP_05591;1;3;13;33;58;7
EMP_05592;1;3;15;-24;49;6
EMP_05593;3;7;12;137;75;5
EMP_05594;3;5;26;124;84;4
EMP_05595;1;5;21;9;88;10
EMP_05596;1;3;18;-33;19;5
EMP_05597;3;7;17;-46;24;9
EMP_05598;3;2;16;198;82;2
EMP_05599;1;2;20;83;89;7
EMP_05600;2;1;13;73;11;6
EMP_05601;3;2;18;118;52;4
EMP_05602;0;2;11;-24;60;3
EMP_05603;0;0;14;143;35;1
EMP_05604;1;4;14;-63;73;4
EMP_05605;4;3;17;70;43;5
EMP_05606;1;3;21;36;1;6
EMP_05607;2;2;16;72;72;3
EMP_05608;3;2;23;23;75;4
EMP_05609;0;6;8;-31;89;4
EMP_05610;3;3;17;-85;70;4
EMP_05611;1;7;19;-76;11;4
EMP_05612;3;2;14;188;13;5
EMP_05613;4;2;11;84;24;2
EMP_05614;0;5;11;-47;76;9
EMP_05615;2;6;10;184;72;2
EMP_05616;2;6;14;-96;3;6
EMP_05617;1;5;14;144;71;6
EMP_05618;6;3;19;-73;46;2
EMP_05619;1;4;19;136;78;4
EMP_05620;3;7;23;87;56;4
EMP_05621;4;3;16;167;12;7
EMP_05622;1;3;14;175;97;6
EMP_05623;3;4;7;72;93;3
EMP_05624;1;5;14;-51;57;3
EMP_05625;0;1;14;125;56;4
EMP_05626;2;5;17;-18;53;8
EMP_05627;2;2;20;46;98;6
EMP_05628;5;3;13;-14;28;8
EMP_05629;2;3;18;116;31;5
EMP_05630;2;2;24;-34;0;4
EMP_05631;0;4;14;169;89;4
EMP_05632;1;3;11;61;89;5
EMP_05633;4;1;10;74;57;6
EMP_05634;4;3;15;138;77;7
EMP_05635;3;3;17;-88;22;2
EMP_05636;2;2;14;-68;2;8
EMP_05637;0;4;18;-53;92;3
EMP_05638;4;5;24;13;87;6
EMP_05639;2;5;16;126;80;4
EMP_05640;3;5;13;178;60;3
EMP_05641;0;1;13;148;77;10
EMP_05642;2;2;18;-21;22;10
EMP_05643;3;2;14;59;72;2
EMP_05644;1;2;15;-21;67;3
EMP_05645;2;5;16;85;89;1
EMP_05646;1;7;11;124;51;5
EMP_05647;4;4;15;4;20;7
EMP_05648;2;0;15;-63;95;3
EMP_05649;1;4;14;-75;0;4
EMP_05650;2;6;15;-35;70;0
EMP_05651;2;2;12;-45;66;5
EMP_05652;1;1;15;180;34;3
EMP_05653;2;2;14;58;11;3
EMP_05654;2;3;15;11;55;7
EMP_05655;0;1;17;-56;93;2
EMP_05656;4;8;14;-29;81;6
EMP_05657;3;1;10;142;70;7
EMP_05658;4;5;16;61;63;6
EMP_05659;0;3;13;-14;49;4
EMP_05660;1;4;17;144;12;5
EMP_05661;1;7;14;29;99;5
EMP_05662;3;4;14;67;43;6
EMP_05663;2;3;7;113;92;7
EMP_05664;6;1;11;188;54;6
EMP_05665;1;1;19;126;61;5
EMP_05666;1;3;17;-74;52;7
EMP_05667;2;0;9;-24;48;8
EMP_05668;2;2;20;-7;95;2
EMP_05669;0;2;12;185;45;8
EMP_05670;8;5;12;174;58;7
EMP_05671;3;6;21;-83;39;7
EMP_05672;2;2;16;-100;46;5
EMP_05673;5;6;17;149;41;5
EMP_05674;2;4;13;83;51;5
EMP_05675;1;2;19;6;18;2
EMP_05676;2;2;13;-49;45;7
EMP_05677;4;2;16;169;56;4
EMP_05678;2;5;16;64;91;3
EMP_05679;0;1;13;46;89;2
EMP_05680;1;1;17;32;37;6
EMP_05681;2;3;16;0;39;0
EMP_05682;2;2;13;-5;92;4
EMP_05683;3;1;8;133;46;9
EMP_05684;3;6;12;193;81;3
EMP_05685;2;2;17;182;5;5
EMP_05686;1;1;12;108;0;4
EMP_05687;0;4;12;165;16;4
EMP_05688;1;3;13;28;56;3
EMP_05689;1;3;12;119;38;2
EMP_05690;2;3;21;97;28;5
EMP_05691;2;6;16;-24;87;6
EMP_05692;1;0;10;144;67;6
EMP_05693;1;5;11;45;91;5
EMP_05694;3;6;10;102;95;6
EMP_05695;2;0;10;163;38;7
EMP_05696;1;2;16;-53;30;7
EMP_05697;5;1;22;177;83;4
EMP_05698;1;3;15;11;15;8
EMP_05699;2;3;18;186;64;4
EMP_05700;0;4;11;-79;84;4
EMP_05701;4;2;12;163;48;3
EMP_05702;2;3;16;79;20;6
EMP_05703;1;5;20;160;1;5
EMP_05704;1;2;22;174;68;5
EMP_05705;5;3;13;-36;38;5
EMP_05706;2;1;17;-68;77;5
EMP_05707;2;2;13;191;59;10
EMP_05708;3;3;16;14;84;2
EMP_05709;2;1;22;-47;91;10
EMP_05710;2;4;19;93;90;6
EMP_05711;2;4;19;28;60;0
EMP_05712;2;2;14;-21;17;5
EMP_05713;2;2;16;124;56;5
EMP_05714;2;5;14;132;11;9
EMP_05715;2;3;11;17;63;4
EMP_05716;2;5;17;11;13;5
EMP_05717;1;1;15;197;11;6
EMP_05718;4;1;18;119;72;4
EMP_05719;1;7;18;-42;84;5
EMP_05720;5;3;11;153;15;3
EMP_05721;3;3;20;39;10;3
EMP_05722;5;3;15;-88;77;2
EMP_05723;4;2;16;-70;45;10
EMP_05724;1;1;11;150;30;3
EMP_05725;2;4;15;104;20;5
EMP_05726;2;4;15;163;87;3
EMP_05727;1;3;23;-38;94;3
EMP_05728;1;5;13;134;49;2
EMP_05729;3;2;16;60;10;5
EMP_05730;2;2;8;117;21;3
EMP_05731;1;3;18;-7;92;5
EMP_05732;4;3;13;184;29;11
EMP_05733;3;2;12;161;20;3
EMP_05734;4;8;18;44;20;9
EMP_05735;2;4;14;150;11;1
EMP_05736;2;5;13;-22;67;5
EMP_05737;1;1;21;198;13;8
EMP_05738;3;2;16;-16;15;6
EMP_05739;2;6;11;117;79;4
EMP_05740;0;4;11;-63;100;6
EMP_05741;0;5;11;117;40;2
EMP_05742;1;1;20;-22;87;7
EMP_05743;4;2;12;-59;80;4
EMP_05744;2;4;14;135;17;5
EMP_05745;4;2;24;89;89;6
EMP_05746;1;1;17;143;81;5
EMP_05747;2;0;17;-14;58;5
EMP_05748;3;1;12;23;16;5
EMP_05749;2;3;9;-52;74;2
EMP_05750;1;3;14;-76;0;4
EMP_05751;1;1;12;108;30;4
EMP_05752;3;4;10;-42;88;7
EMP_05753;4;1;18;-20;59;3
EMP_05754;3;4;10;-84;42;5
EMP_05755;1;2;14;183;54;7
EMP_05756;1;2;17;19;84;2
EMP_05757;2;1;24;-15;49;9
EMP_05758;0;0;22;36;78;2
EMP_05759;0;4;20;100;1;3
EMP_05760;1;4;15;46;7;4
EMP_05761;3;7;16;93;87;5
EMP_05762;4;2;7;120;8;5
EMP_05763;1;4;15;-20;63;6
EMP_05764;1;2;15;-40;7;3
EMP_05765;3;2;13;-80;86;10
EMP_05766;3;2;20;-28;14;5
EMP_05767;6;4;14;-54;36;9
EMP_05768;1;2;13;124;54;5
EMP_05769;1;5;14;127;87;4
EMP_05770;3;1;13;5;28;4
EMP_05771;2;0;22;86;66;4
EMP_05772;0;4;23;-33;34;6
EMP_05773;1;3;7;105;91;9
EMP_05774;2;1;14;29;23;4
EMP_05775;3;4;9;75;27;11
EMP_05776;2;3;9;137;18;5
EMP_05777;4;2;8;18;47;6
EMP_05778;1;1;21;-34;86;5
EMP_05779;1;3;18;186;44;3
EMP_05780;1;3;11;-29;41;5
EMP_05781;2;3;11;167;47;4
EMP_05782;0;2;23;180;43;5
EMP_05783;4;4;19;18;67;8
EMP_05784;2;4;16;-62;71;6
EMP_05785;1;3;8;167;3;4
EMP_05786;4;5;18;184;74;5
EMP_05787;1;1;17;-35;36;6
EMP_05788;1;1;12;-73;53;3
EMP_05789;3;3;16;32;74;10
EMP_05790;1;4;18;-15;71;4
EMP_05791;4;5;16;86;38;3
EMP_05792;0;5;15;121;22;3
EMP_05793;1;5;18;146;19;4
EMP_05794;1;8;18;40;35;2
EMP_05795;2;4;17;197;75;7
EMP_05796;1;2;14;-53;49;3
EMP_05797;2;3;17;52;77;3
EMP_05798;4;4;11;60;3;4
EMP_05799;2;4;9;156;94;9
EMP_05800;1;3;10;187;50;4
EMP_05801;2;0;19;-74;49;4
EMP_05802;1;3;16;-78;41;4
EMP_05803;4;5;18;-79;11;4
EMP_05804;2;3;17;107;31;1
EMP_05805;2;5;13;93;77;10
EMP_05806;1;7;8;57;14;4
EMP_05807;2;1;13;28;44;7
EMP_05808;2;7;24;45;9;4
EMP_05809;5;3;17;151;67;3
EMP_05810;3;1;22;-12;24;3
EMP_05811;1;3;17;7;13;2
EMP_05812;1;4;12;88;44;9
EMP_05813;1;4;11;-42;22;8
EMP_05814;3;1;12;70;54;5
EMP_05815;2;3;14;121;50;2
EMP_05816;1;2;17;-90;71;7
EMP_05817;4;3;20;134;81;13
EMP_05818;0;4;22;124;41;5
EMP_05819;2;3;15;-69;52;5
EMP_05820;2;2;11;73;33;8
EMP_05821;3;0;15;-22;36;5
EMP_05822;0;3;16;147;49;5
EMP_05823;2;4;16;-81;75;9
EMP_05824;3;3;15;-69;45;7
EMP_05825;1;3;14;54;19;5
EMP_05826;3;2;13;12;10;4
EMP_05827;1;4;19;183;85;4
EMP_05828;2;5;17;24;70;4
EMP_05829;4;2;14;-13;79;5
EMP_05830;0;2;9;170;59;9
EMP_05831;0;6;15;4;35;2
EMP_05832;2;5;15;14;66;6
EMP_05833;0;1;11;159;50;2
EMP_05834;1;4;18;12;86;7
EMP_05835;0;5;23;-94;68;6
EMP_05836;0;1;19;104;29;5
EMP_05837;0;4;16;47;13;4
EMP_05838;3;4;18;148;84;7
EMP_05839;2;4;16;144;55;9
EMP_05840;2;3;22;158;6;5
EMP_05841;3;1;14;162;20;4
EMP_05842;2;4;8;4;13;6
EMP_05843;1;4;12;6;42;5
EMP_05844;5;0;23;42;69;7
EMP_05845;3;5;14;181;5;2
EMP_05846;3;4;19;137;80;9
EMP_05847;5;2;11;192;90;7
EMP_05848;2;2;20;-43;96;2
EMP_05849;2;4;23;80;36;1
EMP_05850;5;3;13;64;63;7
EMP_05851;2;4;20;-36;50;5
EMP_05852;0;1;15;-13;99;4
EMP_05853;2;3;12;-50;23;6
EMP_05854;1;1;18;42;59;2
EMP_05855;0;3;12;-54;43;5
EMP_05856;0;6;10;129;28;4
EMP_05857;1;3;12;-24;38;3
EMP_05858;1;6;12;180;98;11
EMP_05859;2;5;19;-76;12;8
EMP_05860;6;5;17;58;6;5
EMP_05861;0;4;18;87;29;4
EMP_05862;3;2;10;140;11;5
EMP_05863;2;2;15;-83;46;3
EMP_05864;3;5;12;-82;40;5
EMP_05865;1;5;14;-56;6;6
EMP_05866;0;3;14;177;77;3
EMP_05867;1;1;12;47;70;4
EMP_05868;3;4;16;74;18;6
EMP_05869;1;3;13;-55;76;7
EMP_05870;3;2;12;50;94;2
EMP_05871;3;2;12;52;38;6
EMP_05872;2;2;16;-31;44;3
EMP_05873;3;0;10;178;36;3
EMP_05874;3;6;24;159;10;8
EMP_05875;0;1;16;-89;60;6
EMP_05876;0;1;12;85;49;5
EMP_05877;0;4;17;-72;74;3
EMP_05878;2;2;18;-88;63;2
EMP_05879;1;2;10;-78;56;2
EMP_05880;3;0;15;189;64;7
EMP_05881;3;4;20;186;22;3
EMP_05882;4;1;17;-14;91;8
EMP_05883;2;1;17;-25;60;3
EMP_05884;1;2;19;96;92;6
EMP_05885;1;5;18;89;71;3
EMP_05886;1;2;18;61;17;5
EMP_05887;4;2;15;127;30;3
EMP_05888;0;1;14;9;62;5
EMP_05889;0;0;17;-10;57;6
EMP_05890;2;6;20;143;43;8
EMP_05891;4;1;15;-8;96;3
EMP_05892;4;2;17;-73;0;4
EMP_05893;2;0;17;-7;91;7
EMP_05894;0;1;16;8;30;4
EMP_05895;2;2;20;-49;60;6
EMP_05896;4;1;7;162;44;9
EMP_05897;4;1;6;8;14;2
EMP_05898;1;2;15;44;3;2
EMP_05899;2;2;13;-85;24;6
EMP_05900;3;3;7;123;43;10
EMP_05901;3;4;11;-21;62;10
EMP_05902;3;2;11;171;98;8
EMP_05903;3;2;18;114;53;4
EMP_05904;3;7;19;-25;16;9
EMP_05905;3;3;9;-42;40;5
EMP_05906;2;3;8;-86;39;7
EMP_05907;0;2;15;125;36;7
EMP_05908;2;1;11;143;90;5
EMP_05909;1;4;14;89;88;2
EMP_05910;1;4;16;6;57;6
EMP_05911;1;1;11;114;56;7
EMP_05912;3;3;11;15;96;3
EMP_05913;1;2;15;-51;49;3
EMP_05914;2;2;14;165;33;7
EMP_05915;2;1;20;-11;39;3
EMP_05916;1;5;13;-99;27;2
EMP_05917;3;1;16;127;73;5
EMP_05918;1;1;15;94;69;1
EMP_05919;0;3;17;108;64;6
EMP_05920;3;1;14;178;42;5
EMP_05921;3;5;10;-40;86;7
EMP_05922;4;4;15;56;77;7
EMP_05923;1;2;14;194;11;6
EMP_05924;2;0;14;181;58;6
EMP_05925;1;3;16;6;66;4
EMP_05926;5;0;12;136;30;12
EMP_05927;2;3;17;67;66;3
EMP_05928;3;2;25;52;25;6
EMP_05929;2;2;12;-66;77;3
EMP_05930;3;1;10;-98;19;6
EMP_05931;4;3;11;108;14;5
EMP_05932;2;3;25;193;8;7
EMP_05933;1;2;17;58;79;1
EMP_05934;0;1;11;168;69;6
EMP_05935;1;2;14;-65;43;7
EMP_05936;5;3;12;-31;87;4
EMP_05937;2;2;19;37;34;2
EMP_05938;5;3;13;156;79;6
EMP_05939;1;3;13;168;94;3
EMP_05940;3;3;18;53;92;4
EMP_05941;1;4;18;-19;76;5
EMP_05942;0;2;11;-80;81;2
EMP_05943;0;2;19;-16;66;6
EMP_05944;1;2;11;113;68;6
EMP_05945;1;3;14;-27;14;5
EMP_05946;0;7;12;83;4;7
EMP_05947;0;1;12;156;35;6
EMP_05948;1;5;18;-66;28;4
EMP_05949;5;2;12;196;67;3
EMP_05950;1;1;14;23;96;4
EMP_05951;1;1;14;162;11;8
EMP_05952;0;4;14;101;60;4
EMP_05953;2;4;16;-70;1;1
EMP_05954;5;9;13;-48;20;7
EMP_05955;1;4;21;88;95;10
EMP_05956;3;4;16;36;76;6
EMP_05957;1;5;14;47;18;7
EMP_05958;0;2;10;-47;23;9
EMP_05959;0;2;8;91;45;4
EMP_05960;2;4;16;62;12;5
EMP_05961;3;5;13;115;87;3
EMP_05962;1;2;19;-5;14;1
EMP_05963;2;4;8;159;72;4
EMP_05964;0;6;16;104;3;4
EMP_05965;0;1;16;151;7;4
EMP_05966;2;1;11;111;25;9
EMP_05967;2;1;18;134;34;8
EMP_05968;1;2;10;89;84;6
EMP_05969;6;3;14;61;70;5
EMP_05970;2;4;18;-8;35;4
EMP_05971;2;7;17;160;84;9
EMP_05972;3;2;10;63;5;2
EMP_05973;0;2;12;26;68;4
EMP_05974;3;2;14;118;42;5
EMP_05975;2;1;12;154;97;7
EMP_05976;3;1;14;170;62;6
EMP_05977;5;5;13;135;88;3
EMP_05978;2;3;15;167;35;2
EMP_05979;4;3;12;-69;62;3
EMP_05980;1;3;18;-87;88;9
EMP_05981;0;1;9;-71;0;6
EMP_05982;3;4;17;156;62;6
EMP_05983;3;2;11;1;7;5
EMP_05984;1;4;17;176;66;7
EMP_05985;1;2;15;-84;21;6
EMP_05986;0;2;14;176;77;7
EMP_05987;2;3;15;88;6;6
EMP_05988;0;1;19;164;0;12
EMP_05989;4;0;11;-98;37;8
EMP_05990;0;2;13;73;74;8
EMP_05991;0;1;19;-59;38;4
EMP_05992;5;4;12;-91;92;6
EMP_05993;3;1;15;153;2;5
EMP_05994;2;0;13;161;27;6
EMP_05995;3;0;10;78;22;7
EMP_05996;0;0;15;69;94;6
EMP_05997;0;2;11;168;40;3
EMP_05998;1;3;15;175;30;6
EMP_05999;3;3;12;-8;45;4
EMP_06000;2;5;13;76;28;6
EMP_06001;5;1;12;118;58;3
EMP_06002;0;6;13;25;6;7
EMP_06003;2;1;18;163;89;5
EMP_06004;3;3;14;75;77;4
EMP_06005;3;5;12;130;48;1
EMP_06006;2;3;8;93;14;6
EMP_06007;2;3;13;-41;44;4
EMP_06008;5;6;21;65;55;4
EMP_06009;2;5;15;-24;6;6
EMP_06010;2;4;13;-4;69;3
EMP_06011;1;5;14;-98;79;7
EMP_06012;4;2;15;69;1;4
EMP_06013;4;8;16;-61;56;2
EMP_06014;0;5;16;16;79;2
EMP_06015;2;4;13;96;16;5
EMP_06016;5;3;11;121;36;5
EMP_06017;1;1;13;91;97;2
EMP_06018;3;2;10;78;52;7
EMP_06019;2;2;13;68;89;7
EMP_06020;2;1;16;182;93;6
EMP_06021;3;4;16;-65;46;8
EMP_06022;5;4;13;150;80;2
EMP_06023;1;3;14;-53;87;4
EMP_06024;0;3;13;146;17;3
EMP_06025;3;4;22;62;4;5
EMP_06026;1;2;14;195;76;4
EMP_06027;4;0;14;15;1;4
EMP_06028;3;2;8;-23;69;5
EMP_06029;5;1;13;-30;86;5
EMP_06030;0;2;16;-56;58;4
EMP_06031;1;3;11;140;23;4
EMP_06032;5;3;12;-49;87;5
EMP_06033;1;3;16;164;72;5
EMP_06034;1;3;11;-45;79;2
EMP_06035;3;3;14;-33;7;7
